index,store_id,d,revenue,sell_price
0,CA_1,2011-01-29,10933.16,13399.1
1,CA_1,2011-01-30,9787.06,13399.54
2,CA_1,2011-01-31,7201.38,13399.54
3,CA_1,2011-02-01,7407.74,13399.54
4,CA_1,2011-02-02,6566.12,13399.54
5,CA_1,2011-02-03,7945.7300000000005,13399.54
6,CA_1,2011-02-04,8546.76,13399.54
7,CA_1,2011-02-05,13375.4,13405.58
8,CA_1,2011-02-06,10591.43,13407.26
9,CA_1,2011-02-07,7704.54,13407.26
10,CA_1,2011-02-08,7848.65,13407.26
11,CA_1,2011-02-09,6937.64,13407.26
12,CA_1,2011-02-10,7759.82,13407.26
13,CA_1,2011-02-11,8589.23,13407.26
14,CA_1,2011-02-12,11516.6,13404.87
15,CA_1,2011-02-13,12010.84,13405.12
16,CA_1,2011-02-14,7357.19,13405.12
17,CA_1,2011-02-15,6376.43,13405.12
18,CA_1,2011-02-16,5993.4,13405.12
19,CA_1,2011-02-17,5798.32,13405.12
20,CA_1,2011-02-18,8667.37,13405.12
21,CA_1,2011-02-19,11221.92,13404.98
22,CA_1,2011-02-20,10639.78,13404.12
23,CA_1,2011-02-21,8847.26,13404.12
24,CA_1,2011-02-22,6355.31,13404.12
25,CA_1,2011-02-23,6197.29,13404.12
26,CA_1,2011-02-24,5991.66,13404.12
27,CA_1,2011-02-25,7513.57,13404.12
28,CA_1,2011-02-26,9827.54,13410.41
29,CA_1,2011-02-27,9947.56,13409.37
30,CA_1,2011-02-28,6152.81,13409.37
31,CA_1,2011-03-01,7105.39,13409.37
32,CA_1,2011-03-02,6679.9400000000005,13409.37
33,CA_1,2011-03-03,7233.0,13409.37
34,CA_1,2011-03-04,8303.6,13409.37
35,CA_1,2011-03-05,10823.55,13421.460000000001
36,CA_1,2011-03-06,12041.49,13422.54
37,CA_1,2011-03-07,8182.63,13422.54
38,CA_1,2011-03-08,7624.81,13422.54
39,CA_1,2011-03-09,7082.99,13422.54
40,CA_1,2011-03-10,6738.09,13422.54
41,CA_1,2011-03-11,8580.3,13422.54
42,CA_1,2011-03-12,10785.64,13434.43
43,CA_1,2011-03-13,10987.76,13438.25
44,CA_1,2011-03-14,7551.39,13438.25
45,CA_1,2011-03-15,6341.9800000000005,13438.25
46,CA_1,2011-03-16,6861.56,13438.25
47,CA_1,2011-03-17,6663.34,13438.25
48,CA_1,2011-03-18,7796.06,13438.25
49,CA_1,2011-03-19,11266.27,13438.57
50,CA_1,2011-03-20,11011.93,13438.62
51,CA_1,2011-03-21,7001.74,13438.62
52,CA_1,2011-03-22,6609.07,13438.62
53,CA_1,2011-03-23,5530.89,13438.62
54,CA_1,2011-03-24,6001.02,13438.62
55,CA_1,2011-03-25,7554.65,13438.62
56,CA_1,2011-03-26,10507.55,13434.39
57,CA_1,2011-03-27,10845.91,13434.74
58,CA_1,2011-03-28,7193.31,13434.74
59,CA_1,2011-03-29,6302.38,13434.74
60,CA_1,2011-03-30,5680.53,13434.74
61,CA_1,2011-03-31,6717.91,13434.74
62,CA_1,2011-04-01,9653.04,13434.74
63,CA_1,2011-04-02,11933.93,13434.17
64,CA_1,2011-04-03,11937.25,13434.17
65,CA_1,2011-04-04,9240.1,13434.17
66,CA_1,2011-04-05,7439.11,13434.17
67,CA_1,2011-04-06,7200.88,13434.17
68,CA_1,2011-04-07,8019.64,13434.17
69,CA_1,2011-04-08,8998.74,13434.17
70,CA_1,2011-04-09,11294.94,13433.67
71,CA_1,2011-04-10,11463.66,13433.67
72,CA_1,2011-04-11,8184.35,13433.67
73,CA_1,2011-04-12,7134.55,13433.67
74,CA_1,2011-04-13,6325.99,13433.67
75,CA_1,2011-04-14,6697.65,13433.67
76,CA_1,2011-04-15,8403.16,13433.67
77,CA_1,2011-04-16,10095.54,13433.08
78,CA_1,2011-04-17,10922.0,13433.28
79,CA_1,2011-04-18,7876.82,13433.28
80,CA_1,2011-04-19,6805.62,13433.28
81,CA_1,2011-04-20,6696.54,13433.28
82,CA_1,2011-04-21,7665.06,13433.28
83,CA_1,2011-04-22,9452.05,13433.28
84,CA_1,2011-04-23,12226.64,13433.09
85,CA_1,2011-04-24,8946.23,13433.25
86,CA_1,2011-04-25,6845.18,13433.25
87,CA_1,2011-04-26,6158.45,13433.25
88,CA_1,2011-04-27,6000.03,13433.25
89,CA_1,2011-04-28,6222.37,13433.25
90,CA_1,2011-04-29,8190.37,13433.25
91,CA_1,2011-04-30,10582.54,13435.36
92,CA_1,2011-05-01,10369.27,13430.29
93,CA_1,2011-05-02,8208.210000000001,13430.29
94,CA_1,2011-05-03,8065.92,13430.29
95,CA_1,2011-05-04,7386.85,13430.29
96,CA_1,2011-05-05,6408.13,13430.29
97,CA_1,2011-05-06,8817.63,13430.29
98,CA_1,2011-05-07,10607.1,13427.35
99,CA_1,2011-05-08,8997.65,13428.08
100,CA_1,2011-05-09,9031.62,13428.08
101,CA_1,2011-05-10,7746.52,13428.08
102,CA_1,2011-05-11,7389.64,13428.08
103,CA_1,2011-05-12,6365.48,13428.08
104,CA_1,2011-05-13,8633.17,13428.08
105,CA_1,2011-05-14,11066.05,13416.94
106,CA_1,2011-05-15,11331.99,13416.64
107,CA_1,2011-05-16,7376.92,13416.64
108,CA_1,2011-05-17,6410.46,13416.64
109,CA_1,2011-05-18,6305.24,13416.64
110,CA_1,2011-05-19,6283.1,13416.64
111,CA_1,2011-05-20,7712.63,13416.64
112,CA_1,2011-05-21,9840.08,13411.66
113,CA_1,2011-05-22,10275.18,13411.69
114,CA_1,2011-05-23,7102.25,13411.69
115,CA_1,2011-05-24,5967.01,13411.69
116,CA_1,2011-05-25,6023.82,13411.69
117,CA_1,2011-05-26,6476.9800000000005,13411.69
118,CA_1,2011-05-27,7629.32,13411.69
119,CA_1,2011-05-28,9389.62,13418.210000000001
120,CA_1,2011-05-29,9543.55,13407.31
121,CA_1,2011-05-30,8698.94,13407.31
122,CA_1,2011-05-31,6288.03,13407.31
123,CA_1,2011-06-01,7615.88,13407.31
124,CA_1,2011-06-02,7533.21,13407.31
125,CA_1,2011-06-03,9376.68,13407.31
126,CA_1,2011-06-04,11791.85,13410.97
127,CA_1,2011-06-05,11363.81,13409.77
128,CA_1,2011-06-06,9217.19,13409.77
129,CA_1,2011-06-07,8093.26,13409.77
130,CA_1,2011-06-08,7690.96,13409.77
131,CA_1,2011-06-09,7537.13,13409.77
132,CA_1,2011-06-10,9757.75,13409.77
133,CA_1,2011-06-11,10387.86,13403.7
134,CA_1,2011-06-12,10716.1,13403.88
135,CA_1,2011-06-13,8943.69,13403.88
136,CA_1,2011-06-14,7772.91,13403.88
137,CA_1,2011-06-15,7439.2300000000005,13403.88
138,CA_1,2011-06-16,7385.1,13403.88
139,CA_1,2011-06-17,8718.8,13403.88
140,CA_1,2011-06-18,10779.91,13406.15
141,CA_1,2011-06-19,8746.64,13406.64
142,CA_1,2011-06-20,7908.54,13406.64
143,CA_1,2011-06-21,8014.56,13406.64
144,CA_1,2011-06-22,6962.53,13406.64
145,CA_1,2011-06-23,8014.77,13406.64
146,CA_1,2011-06-24,8637.69,13406.64
147,CA_1,2011-06-25,9331.62,13406.74
148,CA_1,2011-06-26,10677.98,13406.49
149,CA_1,2011-06-27,7976.21,13406.49
150,CA_1,2011-06-28,6343.63,13406.49
151,CA_1,2011-06-29,6444.22,13406.49
152,CA_1,2011-06-30,7374.63,13406.49
153,CA_1,2011-07-01,10873.94,13406.49
154,CA_1,2011-07-02,11889.39,13408.62
155,CA_1,2011-07-03,10798.74,13408.94
156,CA_1,2011-07-04,7405.67,13408.94
157,CA_1,2011-07-05,9043.65,13408.94
158,CA_1,2011-07-06,9126.16,13408.94
159,CA_1,2011-07-07,9310.35,13408.94
160,CA_1,2011-07-08,9589.89,13408.94
161,CA_1,2011-07-09,11858.95,13411.34
162,CA_1,2011-07-10,12977.57,13410.55
163,CA_1,2011-07-11,8344.87,13410.55
164,CA_1,2011-07-12,6634.84,13410.55
165,CA_1,2011-07-13,7438.39,13410.55
166,CA_1,2011-07-14,7455.63,13410.55
167,CA_1,2011-07-15,8581.960000000001,13410.55
168,CA_1,2011-07-16,10705.14,13417.42
169,CA_1,2011-07-17,11077.25,13417.460000000001
170,CA_1,2011-07-18,8274.61,13417.460000000001
171,CA_1,2011-07-19,6929.68,13417.460000000001
172,CA_1,2011-07-20,7072.9,13417.460000000001
173,CA_1,2011-07-21,7671.96,13417.460000000001
174,CA_1,2011-07-22,8964.03,13417.460000000001
175,CA_1,2011-07-23,10679.09,13419.66
176,CA_1,2011-07-24,10604.67,13419.78
177,CA_1,2011-07-25,8188.89,13419.78
178,CA_1,2011-07-26,6779.46,13419.78
179,CA_1,2011-07-27,6934.41,13419.78
180,CA_1,2011-07-28,7125.14,13419.78
181,CA_1,2011-07-29,8702.79,13419.78
182,CA_1,2011-07-30,9046.15,13422.78
183,CA_1,2011-07-31,10102.3,13425.85
184,CA_1,2011-08-01,8416.95,13425.85
185,CA_1,2011-08-02,8365.25,13425.85
186,CA_1,2011-08-03,8469.28,13425.85
187,CA_1,2011-08-04,8703.92,13425.85
188,CA_1,2011-08-05,9877.53,13425.85
189,CA_1,2011-08-06,10633.51,13424.41
190,CA_1,2011-08-07,11778.28,13425.08
191,CA_1,2011-08-08,9203.07,13425.08
192,CA_1,2011-08-09,8035.14,13425.08
193,CA_1,2011-08-10,8235.29,13425.08
194,CA_1,2011-08-11,8079.72,13425.08
195,CA_1,2011-08-12,9134.72,13425.08
196,CA_1,2011-08-13,11899.55,13428.94
197,CA_1,2011-08-14,11823.12,13429.04
198,CA_1,2011-08-15,8241.47,13429.04
199,CA_1,2011-08-16,7419.21,13429.04
200,CA_1,2011-08-17,7406.22,13429.04
201,CA_1,2011-08-18,7413.74,13429.04
202,CA_1,2011-08-19,8305.12,13429.04
203,CA_1,2011-08-20,10730.25,13434.1
204,CA_1,2011-08-21,13176.9,13434.1
205,CA_1,2011-08-22,7830.3,13434.1
206,CA_1,2011-08-23,6717.61,13434.1
207,CA_1,2011-08-24,6866.56,13434.1
208,CA_1,2011-08-25,6952.91,13434.1
209,CA_1,2011-08-26,8283.88,13434.1
210,CA_1,2011-08-27,10671.16,13434.1
211,CA_1,2011-08-28,10746.75,13434.1
212,CA_1,2011-08-29,6790.31,13434.1
213,CA_1,2011-08-30,5792.86,13434.1
214,CA_1,2011-08-31,6393.03,13434.1
215,CA_1,2011-09-01,7582.42,13434.1
216,CA_1,2011-09-02,9349.8,13434.1
217,CA_1,2011-09-03,11095.07,13432.33
218,CA_1,2011-09-04,10261.58,13432.33
219,CA_1,2011-09-05,9981.73,13432.33
220,CA_1,2011-09-06,8497.81,13432.33
221,CA_1,2011-09-07,7709.29,13432.33
222,CA_1,2011-09-08,8236.06,13432.33
223,CA_1,2011-09-09,9326.27,13432.33
224,CA_1,2011-09-10,11409.36,13442.58
225,CA_1,2011-09-11,12457.39,13442.58
226,CA_1,2011-09-12,8341.74,13442.58
227,CA_1,2011-09-13,6834.9400000000005,13442.58
228,CA_1,2011-09-14,6071.7300000000005,13442.58
229,CA_1,2011-09-15,7096.07,13442.58
230,CA_1,2011-09-16,8525.73,13442.58
231,CA_1,2011-09-17,10380.9,13448.53
232,CA_1,2011-09-18,10898.880000000001,13448.64
233,CA_1,2011-09-19,7704.8,13448.64
234,CA_1,2011-09-20,7367.37,13448.64
235,CA_1,2011-09-21,6662.51,13448.64
236,CA_1,2011-09-22,6430.97,13448.64
237,CA_1,2011-09-23,9518.08,13448.64
238,CA_1,2011-09-24,11527.69,13448.58
239,CA_1,2011-09-25,11565.130000000001,13448.98
240,CA_1,2011-09-26,7916.47,13448.98
241,CA_1,2011-09-27,6588.88,13448.98
242,CA_1,2011-09-28,6517.36,13448.98
243,CA_1,2011-09-29,6416.43,13448.98
244,CA_1,2011-09-30,9357.87,13448.98
245,CA_1,2011-10-01,13266.18,13456.07
246,CA_1,2011-10-02,13317.31,13456.07
247,CA_1,2011-10-03,8987.93,13456.07
248,CA_1,2011-10-04,8491.23,13456.07
249,CA_1,2011-10-05,7717.75,13456.07
250,CA_1,2011-10-06,7575.92,13456.07
251,CA_1,2011-10-07,9105.17,13456.07
252,CA_1,2011-10-08,11632.83,13460.44
253,CA_1,2011-10-09,12639.69,13460.82
254,CA_1,2011-10-10,9612.13,13460.82
255,CA_1,2011-10-11,7323.93,13460.82
256,CA_1,2011-10-12,7102.47,13460.82
257,CA_1,2011-10-13,7291.8,13460.82
258,CA_1,2011-10-14,9100.93,13460.82
259,CA_1,2011-10-15,11571.53,13466.72
260,CA_1,2011-10-16,11706.41,13466.72
261,CA_1,2011-10-17,7727.9800000000005,13466.72
262,CA_1,2011-10-18,6560.76,13466.72
263,CA_1,2011-10-19,6541.89,13466.72
264,CA_1,2011-10-20,6742.14,13466.72
265,CA_1,2011-10-21,8979.87,13466.72
266,CA_1,2011-10-22,11038.3,13477.22
267,CA_1,2011-10-23,11892.73,13477.72
268,CA_1,2011-10-24,7798.74,13477.72
269,CA_1,2011-10-25,6989.09,13477.72
270,CA_1,2011-10-26,6332.88,13477.72
271,CA_1,2011-10-27,7112.36,13477.72
272,CA_1,2011-10-28,8261.57,13477.72
273,CA_1,2011-10-29,11303.75,13476.62
274,CA_1,2011-10-30,11523.02,13476.87
275,CA_1,2011-10-31,6392.39,13476.87
276,CA_1,2011-11-01,7199.55,13476.87
277,CA_1,2011-11-02,7706.43,13476.87
278,CA_1,2011-11-03,7970.35,13476.87
279,CA_1,2011-11-04,9873.34,13476.87
280,CA_1,2011-11-05,11986.12,13482.12
281,CA_1,2011-11-06,12820.15,13482.51
282,CA_1,2011-11-07,8751.74,13482.51
283,CA_1,2011-11-08,8480.02,13482.51
284,CA_1,2011-11-09,7316.83,13482.51
285,CA_1,2011-11-10,8530.37,13482.51
286,CA_1,2011-11-11,10220.07,13482.51
287,CA_1,2011-11-12,10597.77,13484.79
288,CA_1,2011-11-13,11094.71,13484.68
289,CA_1,2011-11-14,7854.18,13484.68
290,CA_1,2011-11-15,7290.63,13484.68
291,CA_1,2011-11-16,6644.18,13484.68
292,CA_1,2011-11-17,6381.6,13484.68
293,CA_1,2011-11-18,7904.99,13484.68
294,CA_1,2011-11-19,12209.77,13485.99
295,CA_1,2011-11-20,11764.85,13485.99
296,CA_1,2011-11-21,8990.76,13485.99
297,CA_1,2011-11-22,9307.03,13485.99
298,CA_1,2011-11-23,9256.130000000001,13485.99
299,CA_1,2011-11-24,4813.66,13485.99
300,CA_1,2011-11-25,7551.12,13485.99
301,CA_1,2011-11-26,8263.93,13484.5
302,CA_1,2011-11-27,8879.52,13482.880000000001
303,CA_1,2011-11-28,6856.87,13482.880000000001
304,CA_1,2011-11-29,6359.4800000000005,13482.880000000001
305,CA_1,2011-11-30,6161.96,13482.880000000001
306,CA_1,2011-12-01,6877.27,13482.880000000001
307,CA_1,2011-12-02,9036.57,13482.880000000001
308,CA_1,2011-12-03,12251.57,13483.93
309,CA_1,2011-12-04,12771.19,13483.93
310,CA_1,2011-12-05,9739.42,13483.93
311,CA_1,2011-12-06,7803.32,13483.93
312,CA_1,2011-12-07,7423.650000000001,13483.93
313,CA_1,2011-12-08,8928.93,13483.93
314,CA_1,2011-12-09,9261.86,13483.93
315,CA_1,2011-12-10,12452.07,13482.69
316,CA_1,2011-12-11,11484.51,13482.69
317,CA_1,2011-12-12,8643.8,13482.69
318,CA_1,2011-12-13,7803.05,13482.69
319,CA_1,2011-12-14,7881.59,13482.69
320,CA_1,2011-12-15,8541.31,13482.69
321,CA_1,2011-12-16,9184.81,13482.69
322,CA_1,2011-12-17,11665.2,13495.41
323,CA_1,2011-12-18,11747.45,13495.48
324,CA_1,2011-12-19,8910.66,13495.48
325,CA_1,2011-12-20,8574.19,13495.48
326,CA_1,2011-12-21,9050.15,13495.48
327,CA_1,2011-12-22,9697.72,13495.48
328,CA_1,2011-12-23,11730.17,13495.48
329,CA_1,2011-12-24,8867.210000000001,13491.0
330,CA_1,2011-12-25,0.0,13491.0
331,CA_1,2011-12-26,8918.39,13491.0
332,CA_1,2011-12-27,7924.89,13491.0
333,CA_1,2011-12-28,8058.45,13491.0
334,CA_1,2011-12-29,8840.94,13491.0
335,CA_1,2011-12-30,11981.04,13491.0
336,CA_1,2011-12-31,11171.960000000001,13491.75
337,CA_1,2012-01-01,6986.03,13491.75
338,CA_1,2012-01-02,11013.95,13491.75
339,CA_1,2012-01-03,9352.61,13491.75
340,CA_1,2012-01-04,8403.57,13491.75
341,CA_1,2012-01-05,9172.19,13491.75
342,CA_1,2012-01-06,9710.96,13491.75
343,CA_1,2012-01-07,12521.35,13498.9
344,CA_1,2012-01-08,12913.94,13498.9
345,CA_1,2012-01-09,9750.79,13498.9
346,CA_1,2012-01-10,8402.89,13498.9
347,CA_1,2012-01-11,7324.9800000000005,13498.9
348,CA_1,2012-01-12,6717.2300000000005,13498.9
349,CA_1,2012-01-13,9557.94,13498.9
350,CA_1,2012-01-14,11470.25,13510.81
351,CA_1,2012-01-15,11317.63,13510.41
352,CA_1,2012-01-16,10200.47,13510.41
353,CA_1,2012-01-17,7580.61,13510.41
354,CA_1,2012-01-18,7164.4800000000005,13510.41
355,CA_1,2012-01-19,7247.56,13510.41
356,CA_1,2012-01-20,8696.19,13510.41
357,CA_1,2012-01-21,14027.0,13517.5
358,CA_1,2012-01-22,10950.81,13516.63
359,CA_1,2012-01-23,7324.4,13516.63
360,CA_1,2012-01-24,6957.52,13516.63
361,CA_1,2012-01-25,6546.47,13516.63
362,CA_1,2012-01-26,6956.16,13516.63
363,CA_1,2012-01-27,9005.2,13516.63
364,CA_1,2012-01-28,11288.05,13532.25
365,CA_1,2012-01-29,11752.37,13532.99
366,CA_1,2012-01-30,8133.07,13532.99
367,CA_1,2012-01-31,7874.8,13532.99
368,CA_1,2012-02-01,8620.59,13532.99
369,CA_1,2012-02-02,9288.78,13532.99
370,CA_1,2012-02-03,11488.3,13532.99
371,CA_1,2012-02-04,16006.36,13533.04
372,CA_1,2012-02-05,13261.18,13537.210000000001
373,CA_1,2012-02-06,10069.28,13537.210000000001
374,CA_1,2012-02-07,8609.24,13537.210000000001
375,CA_1,2012-02-08,8503.23,13537.210000000001
376,CA_1,2012-02-09,8837.77,13537.210000000001
377,CA_1,2012-02-10,9974.81,13537.210000000001
378,CA_1,2012-02-11,15318.56,13531.82
379,CA_1,2012-02-12,14840.1,13531.82
380,CA_1,2012-02-13,10597.13,13531.82
381,CA_1,2012-02-14,6939.44,13531.82
382,CA_1,2012-02-15,7366.74,13531.82
383,CA_1,2012-02-16,7822.54,13531.82
384,CA_1,2012-02-17,10008.32,13531.82
385,CA_1,2012-02-18,12787.67,13538.13
386,CA_1,2012-02-19,13388.41,13538.13
387,CA_1,2012-02-20,10457.01,13538.13
388,CA_1,2012-02-21,7731.38,13538.13
389,CA_1,2012-02-22,7728.38,13538.13
390,CA_1,2012-02-23,7659.63,13538.13
391,CA_1,2012-02-24,9542.69,13538.13
392,CA_1,2012-02-25,13302.76,13542.74
393,CA_1,2012-02-26,12617.12,13542.92
394,CA_1,2012-02-27,8498.01,13542.92
395,CA_1,2012-02-28,7860.05,13542.92
396,CA_1,2012-02-29,7620.7300000000005,13542.92
397,CA_1,2012-03-01,9448.87,13542.92
398,CA_1,2012-03-02,10337.33,13542.92
399,CA_1,2012-03-03,14037.57,13544.14
400,CA_1,2012-03-04,14507.93,13544.14
401,CA_1,2012-03-05,10990.800000000001,13544.14
402,CA_1,2012-03-06,9543.23,13544.14
403,CA_1,2012-03-07,9553.22,13544.14
404,CA_1,2012-03-08,9557.710000000001,13544.14
405,CA_1,2012-03-09,10728.710000000001,13544.14
